episode,score,global_step,avg_loss,step
153,0.0,24536,0.0,121
154,1.0,24712,0.0,176
155,1.0,24878,0.0,166
156,0.0,24993,0.0,115
157,1.0,25147,0.0,154
158,1.0,25308,0.0,161
159,2.0,25492,0.0,184
160,1.0,25646,0.0,154
161,0.0,25752,0.0,106
162,1.0,25927,0.0,175
163,0.0,26047,0.0,120
164,3.0,26276,0.0,229
165,0.0,26404,0.0,128
166,2.0,26579,0.0,175
167,2.0,26771,0.0,192
168,0.0,26895,0.0,124
169,2.0,27082,0.0,187
170,0.0,27181,0.0,99
171,0.0,27287,0.0,106
172,0.0,27411,0.0,124
173,1.0,27541,0.0,130
174,0.0,27661,0.0,120
175,1.0,27802,0.0,141
176,3.0,28048,0.0,246
177,1.0,28187,0.0,139
178,1.0,28343,0.0,156
179,2.0,28527,0.0,184
180,0.0,28627,0.0,100
181,1.0,28794,0.0,167
182,1.0,28978,0.0,184
183,3.0,29251,0.0,273
184,1.0,29416,0.0,165
185,5.0,29687,0.0,271
186,0.0,29793,0.0,106
187,1.0,29935,0.0,142
188,0.0,30057,0.0,122
189,2.0,30239,0.0,182
190,0.0,30348,0.0,109
191,1.0,30491,0.0,143
192,0.0,30597,0.0,106
193,0.0,30708,0.0,111
194,0.0,30831,0.0,123
195,0.0,30952,0.0,121
196,4.0,31193,0.0,241
197,0.0,31319,0.0,126
198,0.0,31429,0.0,110
199,0.0,31539,0.0,110
200,0.0,31638,0.0,99
201,1.0,31772,0.0,134
202,0.0,31873,0.0,101
203,0.0,31999,0.0,126
204,1.0,32138,0.0,139
205,1.0,32289,0.0,151
206,3.0,32535,0.0,246
207,0.0,32629,0.0,94
208,2.0,32824,0.0,195
209,2.0,33013,0.0,189
210,1.0,33165,0.0,152
211,2.0,33337,0.0,172
212,2.0,33517,0.0,180
213,3.0,33776,0.0,259
214,0.0,33900,0.0,124
215,0.0,34014,0.0,114
216,0.0,34125,0.0,111
217,0.0,34246,0.0,121
218,3.0,34458,0.0,212
219,2.0,34653,0.0,195
220,3.0,34885,0.0,232
221,0.0,35019,0.0,134
222,1.0,35155,0.0,136
223,2.0,35342,0.0,187
224,1.0,35483,0.0,141
225,2.0,35664,0.0,181
226,2.0,35891,0.0,227
227,2.0,36068,0.0,177
228,0.0,36175,0.0,107
229,1.0,36354,0.0,179
230,0.0,36455,0.0,101
231,0.0,36570,0.0,115
232,0.0,36681,0.0,111
233,1.0,36852,0.0,171
234,1.0,37000,0.0,148
235,2.0,37173,0.0,173
236,0.0,37299,0.0,126
237,1.0,37447,0.0,148
238,5.0,37725,0.0,278
239,2.0,37926,0.0,201
240,0.0,38050,0.0,124
241,0.0,38181,0.0,131
242,2.0,38358,0.0,177
243,0.0,38452,0.0,94
244,3.0,38662,0.0,210
245,3.0,38886,0.0,224
246,3.0,39112,0.0,226
247,1.0,39244,0.0,132
248,2.0,39419,0.0,175
249,2.0,39615,0.0,196
250,2.0,39807,0.0,192
251,0.0,39920,0.0,113
252,0.0,40014,0.0,94
253,2.0,40196,0.0,182
254,0.0,40322,0.0,126
255,1.0,40478,0.0,156
256,2.0,40666,0.0,188
257,0.0,40765,0.0,99
258,2.0,40990,0.0,225
259,0.0,41104,0.0,114
260,2.0,41284,0.0,180
261,0.0,41395,0.0,111
262,4.0,41635,0.0,240
263,2.0,41836,0.0,201
264,0.0,41963,0.0,127
265,0.0,42086,0.0,123
266,2.0,42247,0.0,161
267,0.0,42366,0.0,119
268,0.0,42468,0.0,102
269,0.0,42586,0.0,118
270,1.0,42754,0.0,168
271,0.0,42860,0.0,106
272,0.0,42980,0.0,120
273,1.0,43130,0.0,150
274,2.0,43320,0.0,190
275,2.0,43501,0.0,181
276,0.0,43607,0.0,106
277,0.0,43709,0.0,102
278,1.0,43871,0.0,162
279,0.0,43985,0.0,114
280,3.0,44207,0.0,222
281,1.0,44366,0.0,159
282,2.0,44555,0.0,189
283,1.0,44683,0.0,128
284,0.0,44794,0.0,111
285,1.0,44950,0.0,156
286,0.0,45058,0.0,108
287,1.0,45223,0.0,165
288,4.0,45480,0.0,257
289,1.0,45636,0.0,156
290,2.0,45825,0.0,189
291,3.0,46082,0.0,257
292,1.0,46239,0.0,157
293,3.0,46453,0.0,214
294,2.0,46655,0.0,202
295,5.0,46971,0.0,316
296,0.0,47100,0.0,129
297,3.0,47349,0.0,249
298,0.0,47447,0.0,98
299,0.0,47554,0.0,107
300,2.0,47778,0.0,224
301,3.0,48008,0.0,230
302,2.0,48183,0.0,175
303,1.0,48336,0.0,153
304,0.0,48454,0.0,118
305,0.0,48580,0.0,126
306,0.0,48695,0.0,115
307,1.0,48864,0.0,169
308,3.0,49085,0.0,221
309,2.0,49259,0.0,174
310,0.0,49391,0.0,132
311,4.0,49664,0.0,273
312,0.0,49763,0.0,99
313,2.0,49955,0.0,192
314,1.0,50107,0.012289518688416328,152
315,1.0,50228,0.015452625898140183,121
316,3.0,50428,0.019716606174770276,200
317,3.0,50638,0.01316066902308237,210
318,1.0,50761,0.014344893188151433,123
319,1.0,50883,0.01517396089649515,122
320,1.0,51004,0.014273476738565456,121
321,1.0,51125,0.013492082650215204,121
322,1.0,51247,0.015463877255793615,122
323,7.0,51479,0.012741090943720713,232
324,1.0,51604,0.014658955207560212,125
325,1.0,51731,0.01150240655484294,127
326,3.0,51941,0.01192016357977298,210
327,1.0,52062,0.011801237784025899,121
328,6.0,52399,0.012128219220463258,337
329,7.0,52793,0.00931418230780755,394
330,4.0,53059,0.0071345322551617145,266
331,1.0,53194,0.008462077696566228,135
332,6.0,53524,0.008670565641439294,330
333,3.0,53729,0.010393800884456851,205
334,1.0,53863,0.011367811517765634,134
335,2.0,54040,0.007894585752352615,177
336,1.0,54173,0.007132191944926893,133
337,3.0,54384,0.009401542873075453,211
338,4.0,54635,0.007887236083244563,251
339,3.0,54839,0.008530099014951345,204
340,1.0,54963,0.006958383428178833,124
341,3.0,55163,0.007897992909856839,200
342,5.0,55455,0.007884403873441904,292
343,3.0,55659,0.006959640634829388,204
344,3.0,55863,0.00660169638457078,204
345,3.0,56057,0.00843348875134756,194
346,3.0,56262,0.00729997480570668,205
347,2.0,56419,0.006347541967599658,157
348,2.0,56588,0.006814228566935198,169
349,1.0,56723,0.007833213643041542,135
350,2.0,56885,0.007691673728487207,162
351,2.0,57048,0.008238648263519013,163
352,3.0,57258,0.007070971547953031,210
353,1.0,57391,0.007030736355862013,133
354,1.0,57524,0.010722927327917301,133
355,2.0,57701,0.006614513766930812,177
356,3.0,57910,0.005806898622248326,209
357,3.0,58116,0.008011157777571816,206
358,3.0,58319,0.007669240709613857,203
359,1.0,58441,0.007019150717452085,122
360,4.0,58688,0.005013778814275349,247
361,1.0,58811,0.006216878095798846,123
362,3.0,59012,0.008243601076798375,201
363,1.0,59148,0.008347356793391929,136
364,7.0,59416,0.008602499497277705,268
365,7.0,59666,0.006492258673359174,250
366,4.0,59914,0.008067852763258176,248
367,3.0,60125,0.008967810327871879,211
368,3.0,60329,0.006852120151640573,204
369,3.0,60530,0.006607464379796049,201
370,3.0,60745,0.005877267999024953,215
371,4.0,60997,0.006694109783503726,252
372,4.0,61248,0.007679498689045083,251
373,0.0,61355,0.007152510200633676,107
374,1.0,61487,0.0059046581800706035,132
375,3.0,61696,0.0061061793895667805,209
376,1.0,61833,0.0062534585244610336,137
377,1.0,61967,0.006277708598319615,134
378,1.0,62092,0.005173709003953263,125
379,3.0,62308,0.006647355445036535,216
380,3.0,62533,0.006965202179530429,225
381,0.0,62640,0.0061743976053276976,107
382,1.0,62787,0.005902889425205827,147
383,1.0,62908,0.0056027248540262056,121
384,1.0,63029,0.0054903572960660505,121
385,1.0,63158,0.008707085270240592,129
386,0.0,63250,0.008601482836282863,92
387,0.0,63352,0.008894989237602452,102
388,2.0,63520,0.009593274327406627,168
389,0.0,63622,0.012750197863080721,102
390,4.0,63873,0.007752815686213594,251
391,0.0,63982,0.01064181010054057,109
392,3.0,64192,0.006441844726075596,210
393,2.0,64359,0.007913055633296522,167
394,7.0,64606,0.008456091579970779,247
395,0.0,64714,0.00824626436790115,108
396,1.0,64853,0.010546266231325744,139
397,1.0,64985,0.00875626588116795,132
398,0.0,65089,0.007221812692128319,104
399,3.0,65275,0.009955349367178266,186
400,1.0,65436,0.009901755006574614,161
401,3.0,65639,0.012236924044440357,203
402,0.0,65731,0.007789133039256305,92
403,3.0,65935,0.01076836866174263,204
404,3.0,66146,0.00811962305937267,211
405,1.0,66278,0.010021259612227423,132
406,3.0,66484,0.011892751016717933,206
407,4.0,66754,0.011440967035660934,270
408,1.0,66877,0.014898353514670417,123
409,3.0,67080,0.016927500455118396,203
410,1.0,67213,0.021012402847943184,133
411,1.0,67350,0.02111412751863126,137
412,2.0,67510,0.025170011483533018,160
413,3.0,67718,0.024268348381296025,208
414,1.0,67860,0.01736296999799481,142
415,0.0,67956,0.014620298804705575,96
416,3.0,68158,0.025381776552196676,202
417,3.0,68367,0.018491534072973735,209
418,1.0,68496,0.017792925765185597,129
419,0.0,68605,0.02038701193021619,109
420,3.0,68812,0.016235222197941993,207
421,3.0,69022,0.014964700569648163,210
422,3.0,69229,0.011869467676230278,207
423,3.0,69438,0.012885174066155289,209
424,1.0,69584,0.010425931776870578,146
425,3.0,69792,0.012885174904602956,208
426,0.0,69886,0.019144174729398344,94
427,0.0,69986,0.011786413882218768,100
428,3.0,70211,0.010583293923668356,225
429,7.0,70471,0.012249277542287018,260
430,3.0,70678,0.01635436852480024,207
431,2.0,70848,0.014646287078743199,170
432,3.0,71064,0.010536894684197183,216
433,1.0,71198,0.011967809519204033,134
434,3.0,71405,0.010419031666003501,207
435,3.0,71616,0.011090019331462636,211
436,3.0,71871,0.009612557354415128,255
437,3.0,72074,0.008169598122307425,203
438,3.0,72267,0.010837439841824859,193
439,3.0,72500,0.008929486005505059,233
440,2.0,72655,0.009007837946879708,155
441,2.0,72810,0.007182660135966275,155
442,3.0,73023,0.01148639049584881,213
443,4.0,73383,0.011513590667325642,360
444,2.0,73550,0.01061645433363159,167
445,2.0,73710,0.008059765530197183,160
446,3.0,73922,0.007517512860259849,212
447,3.0,74127,0.008850309684327463,205
448,2.0,74282,0.007661656714833131,155
449,3.0,74496,0.007744593935432217,214
450,1.0,74621,0.008295424789655954,125
451,7.0,75040,0.009214257242177226,419
452,2.0,75228,0.0062502298096660525,188
453,3.0,75432,0.010034359850667933,204
454,3.0,75673,0.00650073231475165,241
455,3.0,75889,0.006919908704596175,216
456,7.0,76306,0.0069355155984193815,417
457,4.0,76560,0.007730806005777659,254
458,2.0,76760,0.007413246794167208,200
459,7.0,77032,0.007030851103242158,272
460,3.0,77269,0.007859026520996343,237
461,3.0,77483,0.006882306828085228,214
462,3.0,77705,0.007602700070115666,222
463,3.0,77919,0.0069126503810800054,214
464,3.0,78130,0.008511825647564843,211
465,5.0,78434,0.007746822536414823,304
466,3.0,78662,0.007552789372040711,228
467,3.0,78902,0.013124332738031323,240
468,7.0,79358,0.008461655314405155,456
469,3.0,79563,0.010196953368651476,205
470,9.0,80113,0.008172201123088599,550
471,9.0,80526,0.006490435974644813,413
472,11.0,80836,0.008504361263241604,310
473,3.0,81107,0.00857129567777446,271
474,5.0,81469,0.007780112336918413,362
475,7.0,81905,0.008177769473308501,436
476,7.0,82174,0.009005842761670631,269
477,3.0,82429,0.006868141354061663,255
478,7.0,82825,0.008028681396234503,396
479,7.0,83201,0.00787592608921454,376
480,4.0,83454,0.007945649688840262,253
481,7.0,83792,0.007412965535861302,338
482,6.0,84155,0.008667576009497116,363
483,7.0,84453,0.006286334028899601,298
484,8.0,84807,0.0069797411123632665,354
485,7.0,85146,0.0063328043489708705,339
486,7.0,85488,0.007254101500753858,342
487,2.0,85644,0.008309477539744247,156
488,3.0,85874,0.008170893774418484,230
489,7.0,86146,0.00999033361858892,272
490,3.0,86352,0.006979231563994652,206
491,7.0,86616,0.008529491349746064,264
492,7.0,86891,0.0072448990488721225,275
493,11.0,87396,0.008130938696587403,505
494,7.0,87652,0.00759559103914853,256
495,7.0,87900,0.010479551468785259,248
496,7.0,88285,0.00862841559173358,385
497,5.0,88666,0.006982392133994265,381
498,2.0,88834,0.008323223736841186,168
499,11.0,89296,0.00968715835575471,462
500,7.0,89670,0.009347234377301334,374
501,2.0,89832,0.007881443217981687,162
502,3.0,90130,0.008620904579457057,298
503,4.0,90378,0.00926976855325554,248
504,11.0,90859,0.008744918183079174,481
505,1.0,90983,0.010687115927266273,124
506,2.0,91145,0.007246750521719352,162
507,1.0,91269,0.009074892571774282,124
508,1.0,91403,0.00775514535042075,134
509,1.0,91527,0.007480875768740061,124
510,1.0,91660,0.009663189252351824,133
511,2.0,91820,0.009100089588355332,160
512,2.0,91990,0.0073527401746319165,170
513,2.0,92152,0.009795225851121359,162
514,1.0,92277,0.007592733736615628,125
515,7.0,92558,0.008443752493567639,281
516,2.0,92724,0.00852993793620066,166
517,8.0,93044,0.011152968741771473,320
518,2.0,93200,0.007740290851544183,156
519,7.0,93512,0.010096456904508298,312
520,2.0,93674,0.011680265520821487,162
521,1.0,93818,0.008624019283969473,144
522,7.0,94136,0.011696932317616576,318
523,1.0,94256,0.010489891135512153,120
524,7.0,94509,0.010244676395914823,253
525,11.0,94780,0.008083131147773655,271
526,5.0,95069,0.010346542257544904,289
527,4.0,95402,0.00940692109508893,333
528,5.0,95715,0.009058102822346321,313
529,1.0,95851,0.009693598552129354,136
530,3.0,96043,0.009998957947421635,192
531,4.0,96288,0.007158770269300903,245
532,1.0,96422,0.008047280435879548,134
533,2.0,96578,0.008533465583287837,156
534,7.0,96834,0.008311226025057294,256
535,1.0,96970,0.00775095278999395,136
536,4.0,97216,0.008874672702944278,246
537,8.0,97498,0.00859676803582338,282
538,1.0,97619,0.008842701849783578,121
539,1.0,97743,0.008864170882471597,124
540,1.0,97881,0.010410627109999094,138
541,3.0,98089,0.010791679249310758,208
542,12.0,98480,0.00974116007065135,391
543,7.0,98766,0.010098492962465348,286
544,2.0,98926,0.00864802804589999,160
545,3.0,99120,0.008628921011869661,194
546,7.0,99374,0.009093675233962704,254
547,1.0,99510,0.009376225470880266,136
548,7.0,99773,0.010069713231526712,263
549,11.0,100075,0.008131898827241758,302
550,3.0,100281,0.008585129362967282,206
551,4.0,100521,0.009359716290661405,240
552,3.0,100721,0.010783883636904648,200
553,3.0,100955,0.00958301166184923,234
554,11.0,101280,0.009043224410046465,325
555,7.0,101531,0.008943043110601834,251
556,1.0,101653,0.00855346523334089,122
557,5.0,101967,0.00880299820492391,314
558,1.0,102088,0.009741732698897946,121
559,3.0,102344,0.009947937365154758,256
560,5.0,102643,0.010059479261549147,299
561,5.0,102935,0.008740004444094566,292
562,3.0,103163,0.00886541731367623,228
563,9.0,103509,0.007922870887499276,346
564,3.0,103736,0.013785019094490605,227
565,1.0,103862,0.01522672619409157,126
566,3.0,104081,0.013930292685912735,219
567,7.0,104387,0.008992829470015649,306
568,11.0,104701,0.009701617721377006,314
569,3.0,104907,0.010209018485061146,206
570,7.0,105211,0.011549279456439285,304
571,4.0,105494,0.010341070682594435,283
572,11.0,105869,0.009439449922647327,375
573,3.0,106131,0.009632469605448307,262
574,7.0,106402,0.009312536252623448,271
575,3.0,106648,0.009241738328847436,246
576,3.0,106845,0.010500165699747141,197
577,7.0,107134,0.011394439436230247,289
578,7.0,107382,0.008204556172014207,248
579,11.0,107653,0.010034400565834111,271
580,4.0,107906,0.009483942507790114,253
581,1.0,108027,0.011596966160592154,121
582,3.0,108257,0.010952745253756724,230
583,7.0,108597,0.010276351382986725,340
584,3.0,108818,0.012601120648189234,221
585,9.0,109145,0.011313639791516462,327
586,3.0,109338,0.012101904281904835,193
587,3.0,109566,0.00976687613384504,228
588,7.0,109817,0.008438279832211468,251
589,8.0,110138,0.012288808723805745,321
590,7.0,110442,0.010914911548944042,304
591,7.0,110716,0.010772669899135482,274
592,5.0,110993,0.010954769181771816,277
593,3.0,111205,0.011155267066090534,212
594,1.0,111341,0.013288922188675154,136
595,7.0,111584,0.01264042885271725,243
596,9.0,111910,0.012650915860067025,326
597,1.0,112040,0.011933529803914447,130
598,1.0,112171,0.01148410081483054,131
599,1.0,112304,0.011298781515123616,133
600,1.0,112437,0.011609932783898316,133
601,1.0,112562,0.009373471730854363,125
602,1.0,112696,0.011212472587566712,134
603,7.0,113040,0.012327995791988648,344
604,7.0,113278,0.010142246862025266,238
605,3.0,113480,0.010912063143862697,202
606,3.0,113677,0.01522469980099125,197
607,3.0,113872,0.012526532381964035,195
608,1.0,114003,0.011670613076665816,131
609,7.0,114248,0.009532632619232814,245
610,5.0,114547,0.011767534513211806,299
611,1.0,114682,0.01066508838169587,135
612,7.0,114961,0.011025615147269902,279
613,3.0,115164,0.010248709312901635,203
614,7.0,115442,0.009725504354850168,278
615,1.0,115573,0.011893211055692741,131
616,3.0,115770,0.010997990242011731,197
617,1.0,115894,0.00864290223046649,124
618,1.0,116017,0.009974131845477288,123
619,11.0,116313,0.010755127471359604,296
620,2.0,116466,0.009862462356739854,153
621,11.0,116757,0.009566181178102302,291
622,2.0,116935,0.008780457852951125,178
623,7.0,117178,0.009428494509406303,243
624,2.0,117343,0.01112227349923077,165
625,3.0,117559,0.010707323759898255,216
626,7.0,117808,0.009901154263998872,249
627,3.0,118018,0.010963742079218805,210
628,1.0,118148,0.010748476423144054,130
629,2.0,118327,0.012192874349274558,179
630,1.0,118450,0.008157125111277466,123
631,2.0,118618,0.010225186182651669,168
632,3.0,118834,0.010501098261388338,216
633,3.0,119030,0.009733454936079453,196
634,1.0,119163,0.008829864407005488,133
635,3.0,119375,0.010333712726588722,212
636,1.0,119500,0.009074172702385112,125
637,5.0,119800,0.010899976890068502,300
638,6.0,120131,0.00966918125837089,331
639,1.0,120267,0.008568429880303001,136
640,2.0,120440,0.011051719947186477,173
641,2.0,120600,0.011327188363247842,160
642,11.0,120875,0.008675404880090025,275
643,3.0,121086,0.00978812771246292,211
644,3.0,121299,0.010107332672360856,213
645,3.0,121501,0.009090554784916544,202
646,1.0,121635,0.011505010400428749,134
647,3.0,121844,0.009012296648654846,209
648,3.0,122054,0.008078360174771487,210
649,1.0,122181,0.008182876873312254,127
650,3.0,122390,0.00946748991701284,209
651,3.0,122593,0.009890898903447612,203
652,1.0,122718,0.009766082255169749,125
653,3.0,122913,0.009832085234124977,195
654,3.0,123121,0.008855263843752955,208
655,3.0,123330,0.00930638210853544,209
656,5.0,123617,0.009409362615231353,287
657,1.0,123749,0.011712260388197716,132
658,3.0,123960,0.009527201317383145,211
659,3.0,124170,0.009291908515123872,210
660,1.0,124292,0.012278528472305596,122
661,2.0,124454,0.011374690440766526,162
662,3.0,124659,0.012011154397197703,205
663,1.0,124795,0.010417598939003417,136
664,7.0,125045,0.010073884667363017,250
665,1.0,125177,0.01084867675584092,132
666,3.0,125381,0.00946205821959416,204
667,2.0,125549,0.010719847731836905,168
668,2.0,125717,0.009080839938784871,168
669,1.0,125841,0.010397976741050145,124
670,1.0,125978,0.009177795341314857,137
671,4.0,126220,0.009103491242343852,242
672,2.0,126379,0.009865239829647958,159
673,3.0,126584,0.009459946119714891,205
674,4.0,126850,0.009730768475779578,266
675,3.0,127053,0.009659119331154037,203
676,7.0,127296,0.0115009116486995,243
677,1.0,127420,0.015065187239557534,124
678,3.0,127628,0.011270866313330212,208
679,2.0,127796,0.009742550921752505,168
680,3.0,128004,0.008604809535357232,208
681,1.0,128129,0.010126413303893059,125
682,11.0,128391,0.009477581914922201,262
683,2.0,128552,0.012530109938921013,161
684,1.0,128687,0.009888263599929848,135
685,1.0,128823,0.009145757816333892,136
686,1.0,128946,0.009979065879138292,123
687,2.0,129109,0.01029297807382454,163
688,1.0,129247,0.009149042782972674,138
689,3.0,129440,0.010782035886957865,193
690,7.0,129686,0.011335135318175132,246
691,1.0,129817,0.010027262551278117,131
692,2.0,129977,0.010986998886255605,160
693,1.0,130109,0.011584545763264143,132
694,3.0,130317,0.010309989549988621,208
695,3.0,130527,0.008875921394515205,210
696,1.0,130665,0.011816856065812264,138
697,3.0,130869,0.01204151948224856,204
698,0.0,130976,0.010887065351011544,107
699,1.0,131100,0.007591587829313452,124
700,3.0,131302,0.010552126079328625,202
701,1.0,131429,0.01180680156327916,127
702,3.0,131630,0.010130703985715396,201
703,1.0,131764,0.011383017449059398,134
704,3.0,131968,0.00949787979847957,204
705,5.0,132268,0.010263115201572267,300
706,1.0,132392,0.008878862864812912,124
707,3.0,132600,0.010186359231178917,208
708,1.0,132732,0.009311958164096612,132
709,2.0,132899,0.009381989333524179,167
710,3.0,133101,0.01255967678406534,202
711,3.0,133308,0.009911036191202795,207
712,3.0,133530,0.01008651635244065,222
713,3.0,133733,0.00827958798302645,203
714,1.0,133867,0.009691419932164196,134
715,6.0,134212,0.009197649902805848,345
716,3.0,134417,0.009206841370550825,205
717,1.0,134551,0.008629491267102048,134
718,1.0,134671,0.008454556363964609,120
719,1.0,134806,0.007757559360039455,135
720,1.0,134928,0.007651593212179504,122
721,3.0,135139,0.009565966218498633,211
722,4.0,135389,0.009711729288683272,250
723,1.0,135523,0.009647551573223934,134
724,1.0,135648,0.00850825110822916,125
725,3.0,135851,0.00948022040167165,203
726,1.0,135987,0.011491218385237837,136
727,1.0,136122,0.008719651337230095,135
728,1.0,136255,0.007398315331604528,133
729,3.0,136461,0.009199606278008166,206
730,3.0,136665,0.008497552786566838,204
731,3.0,136870,0.009103207665257065,205
732,3.0,137078,0.008485070481513573,208
733,3.0,137282,0.00918765594513959,204
734,7.0,137526,0.007795463116113364,244
735,4.0,137773,0.010207410506349856,247
736,2.0,137932,0.008993347583788171,159
737,2.0,138093,0.008915623392901088,161
738,1.0,138224,0.01090970494604904,131
739,2.0,138387,0.009083601152877882,163
740,3.0,138591,0.009017281702564979,204
741,1.0,138723,0.007737340761002887,132
742,2.0,138887,0.007478401374722059,164
743,1.0,139018,0.00802510751447754,131
744,1.0,139139,0.009342640872384721,121
745,3.0,139345,0.009014566926973944,206
746,3.0,139548,0.008913687098997283,203
747,1.0,139671,0.006909112438438385,123
748,1.0,139814,0.009024847030616854,143
749,3.0,140024,0.009326142048701599,210
750,5.0,140309,0.009442517834178401,285
751,5.0,140589,0.008360119301817447,280
752,2.0,140755,0.008231812711462873,166
753,3.0,140960,0.00949618598253171,205
754,2.0,141121,0.007919806109593823,161
755,3.0,141333,0.008227656337730191,212
756,2.0,141493,0.009153601516300115,160
757,2.0,141653,0.010327890623557323,160
758,2.0,141810,0.008368468958703553,157
759,3.0,142017,0.009585675825634837,207
760,2.0,142184,0.007345565298640498,167
761,3.0,142388,0.006822833411028043,204
762,3.0,142598,0.008421463546221189,210
763,2.0,142761,0.00850175747946419,163
764,2.0,142926,0.009567420758839668,165
765,1.0,143049,0.011279855519287077,123
766,2.0,143216,0.007682811719969105,167
767,1.0,143340,0.007530625476412693,124
768,1.0,143487,0.007641234525026386,147
769,2.0,143643,0.007883882582133923,156
770,2.0,143810,0.009283686292352166,167
771,2.0,143975,0.010872415915152735,165
772,5.0,144261,0.008041200252560006,286
773,4.0,144507,0.008354450202626517,246
774,7.0,144754,0.0069326826145962965,247
775,2.0,144914,0.007760668972878193,160
